LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
1814316462722020073011365461508030,4,,,19,Solar water heating,"£4,000 - £6,000"
1814316462722020073011365461508030,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1809369602962020071014365780308410,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1809369602962020071014365780308410,2,,,35,Low energy lighting for all fixed outlets,£25
1809369602962020071014365780308410,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1809369602962020071014365780308410,4,,,19,Solar water heating,"£4,000 - £6,000"
1809369602962020071014365780308410,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1796458292602020040808511064900688,1,,,19,Solar water heating,"£4,000 - £6,000"
1796458292602020040808511064900688,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
52942400542009012714042258712638,1,Low energy lighting for all fixed outlets,"Replacement of traditional light bulbs with energy saving recommended ones will reduce lighting costs over the lifetime of the bulb, and they last up to 12 times longer than ordinary light bulbs. Also consider selecting low energy light fittings when redecorating; contact the Lighting Association for your nearest stockist of Domestic Energy Efficient Lighting Scheme fittings.",,,
52942400542009012714042258712638,2,Solar water heating,"A solar water heating panel, usually fixed to the roof, uses the sun to pre-heat the hot water supply. This will significantly reduce the demand on the heating system to provide hot water and hence save fuel and money. The Solar Trade Association has up-to-date information on local installers and any grant that may be available.",,,
52942400542009012714042258712638,3,"Solar photovoltaic panels, 2.5 kWp","A solar PV system is one which converts light directly into electricity via panels placed on the roof with no waste and no emissions. This electricity is used throughout the home in the same way as the electricity purchased from an energy supplier. The British Photovoltaic Association has up-to-date information on local installers who are qualified electricians and on any grant that may be available. Planning restrictions may apply in certain neighbourhoods and you should check this with the local authority. Building Regulations apply to this work, so your local authority building control department should be informed, unless the installer is appropriately qualified and registered as such with a competent persons scheme?, and can therefore self-certify the work for Building Regulation compliance.",,,
1797986058752020051614115020900378,1,,,6,Cavity wall insulation,"£500 - £1,500"
1797986058752020051614115020900378,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1797986058752020051614115020900378,3,,,14,Upgrade heating controls,£350 - £450
1797986058752020051614115020900378,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1812569912842020072417404574102448,1,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1812569912842020072417404574102448,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1812569912842020072417404574102448,3,,,35,Low energy lighting for all fixed outlets,£40
1812569912842020072417404574102448,4,,,19,Solar water heating,"£4,000 - £6,000"
1812569912842020072417404574102448,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1806432802722020063014035260508200,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1806432802722020063014035260508200,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1806432802722020063014035260508200,3,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1806432802722020063014035260508200,4,,,35,Low energy lighting for all fixed outlets,£30
1806432802722020063014035260508200,5,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1806432802722020063014035260508200,6,,,19,Solar water heating,"£4,000 - £6,000"
1806432802722020063014035260508200,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1820860072142020082712163471102368,1,,,19,Solar water heating,"£4,000 - £6,000"
1820860072142020082712163471102368,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1821820682502020082813425078102738,1,,,57,Suspended floor insulation,"£800 - £1,200"
1821820682502020082813425078102738,2,,,19,Solar water heating,"£4,000 - £6,000"
1821820682502020082813425078102738,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805178611852020062313310526200072,1,,,19,Solar water heating,"£4,000 - £6,000"
1805178611852020062313310526200072,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1798219992962020051415471650878510,1,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1798219992962020051415471650878510,2,,,10,Draughtproof single-glazed windows,£80 - £120
1798219992962020051415471650878510,3,,,59,High heat retention storage heaters and dual immersion cylinder,"£800 - £1,200"
1798219992962020051415471650878510,4,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1795718692402020033112191668907798,1,,,45,Flat roof insulation,"£850 - £1,500"
1795718692402020033112191668907798,2,,,57,Suspended floor insulation,"£800 - £1,200"
1795718692402020033112191668907798,3,,,35,Low energy lighting for all fixed outlets,£35
1795718692402020033112191668907798,4,,,13,Upgrading heating controls,£350 - £450
1795718692402020033112191668907798,5,,,19,Solar water heating,"£4,000 - £6,000"
1795718692402020033112191668907798,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1814803490412020082111303223200376,1,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1814803490412020082111303223200376,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1814803490412020082111303223200376,3,,,61,High heat retention storage heaters and dual immersion cylinder,"£800 - £1,200"
1814803490412020082111303223200376,4,,,19,Solar water heating,"£4,000 - £6,000"
1814803490412020082111303223200376,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1817337052202020081300263272109528,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1817337052202020081300263272109528,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1817337052202020081300263272109528,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1817337052202020081300263272109528,4,,,19,Solar water heating,"£4,000 - £6,000"
1817337052202020081300263272109528,5,,,48,High performance external doors,"£1,500"
1817337052202020081300263272109528,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1817337052202020081300263272109528,7,,,44,Wind turbine,"£15,000 - £25,000"
1807773772102020070316551576000578,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1814564092722020073111232711598410,1,,,19,Solar water heating,"£4,000 - £6,000"
1814564092722020073111232711598410,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1814545492762020073113385031998200,1,,,19,Solar water heating,"£4,000 - £6,000"
1814545492762020073113385031998200,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1802406838812020061018275523900778,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1802406838812020061018275523900778,2,,,57,Suspended floor insulation,"£800 - £1,200"
1802406838812020061018275523900778,3,,,35,Low energy lighting for all fixed outlets,£35
1802406838812020061018275523900778,4,,,19,Solar water heating,"£4,000 - £6,000"
1802406838812020061018275523900778,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
278039395132009050308091211068307,1,,"Cavity wall insulation, to fill the gap between the inner and outer layers of external walls with an insulating material, reduces heat loss; this will improve levels of comfort, reduce energy use and lower fuel bills. The insulation material is pumped into the gap through small holes that are drilled into the outer walls, and the holes are made good afterwards. As specialist machinery is used to fill the cavity, a professional installation company should carry out this work, and they should carry out a thorough survey before commencing work to ensure that this type of insulation is suitable for this home. They should also provide a guarantee for the work and handle any building control issues. Further information about cavity wall insulation and details of local installers can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk).",,,
278039395132009050308091211068307,2,,"Replacement of traditional light bulbs with energy saving recommended ones will reduce lighting costs over the lifetime of the bulb, and they last up to 12 times longer than ordinary light bulbs. Also consider selecting low energy light fittings when redecorating; contact the Lighting Association for your nearest stockist of Domestic Energy Efficient Lighting Scheme fittings.",,,
278039395132009050308091211068307,3,,"A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat this property. This improvement is most appropriate when the existing central heating boiler needs repair or replacement, but there may be exceptional circumstances making this impractical.  Condensing boilers need a drain for the condensate which limits their location; remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). Building Regulations apply to this work, so your local authority building control department should be informed, unless the installer is registered with a competent persons scheme?, and can therefore self-certify the work for Building Regulation compliance. Ask a qualified heating engineer to explain the options.",,,
278039395132009050308091211068307,4,,"A solar water heating panel, usually fixed to the roof, uses the sun to pre-heat the hot water supply. This will significantly reduce the demand on the heating system to provide hot water and hence save fuel and money. The Solar Trade Association has up-to-date information on local installers and any grant that may be available.",,,
278039395132009050308091211068307,5,,"Solid wall insulation involves adding a layer of insulation to either the inside or the outside surface of the external walls, which reduces heat loss and lowers fuel bills. As it is more expensive than cavity wall insulation it is only recommended for walls without a cavity, or where for technical reasons a cavity cannot be filled. Internal insulation, known as dry-lining, is where a layer of insulation is fixed to the inside surface of external walls;  this type of insulation is best applied when rooms require redecorating and can be installed by a competent DIY enthusiast. External solid wall insulation is the application of an insulant and a weather-protective finish to the outside of the wall. This may improve the look of the home, particularly where existing brickwork or rendering is poor, and will provide long-lasting weather protection. Further information can be obtained from the National Insulation Association (www.nationalinsulationassociation.org.uk). It should be noted that planning permission might be required.",,,
278039395132009050308091211068307,6,,"A solar PV system is one which converts light directly into electricity via panels placed on the roof with no waste and no emissions. This electricity is used throughout the home in the same way as the electricity purchased from an energy supplier. The British Photovoltaic Association has up-to-date information on local installers who are qualified electricians and on any grant that may be available.  Planning restrictions may apply in certain neighbourhoods  and you should check this with the local authority. Building Regulations apply to this work, so your local authority building control department should be informed, unless the installer is appropriately qualified and registered as such with a competent persons scheme?, and can therefore self-certify the work for Building Regulation compliance.",,,
1807151772642020070117311779000898,1,,,19,Solar water heating,"£4,000 - £6,000"
1807151772642020070117311779000898,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805851162742020062614503775002848,1,,,6,Cavity wall insulation,"£500 - £1,500"
1805851162742020062614503775002848,2,,,63,Party wall insulation,£300 - £600
1805851162742020062614503775002848,3,,,57,Suspended floor insulation,"£800 - £1,200"
1805851162742020062614503775002848,4,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1805851162742020062614503775002848,5,,,35,Low energy lighting for all fixed outlets,£50
1805851162742020062614503775002848,6,,,4,Hot water cylinder thermostat,£200 - £400
1805851162742020062614503775002848,7,,,19,Solar water heating,"£4,000 - £6,000"
1805851162742020062614503775002848,8,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1810262892902020081314515878009878,1,,,19,Solar water heating,"£4,000 - £6,000"
1814494062962020073012580571928380,1,,,61,High heat retention storage heaters and dual immersion cylinder,£400 - £600
1812998612442020072415300077102948,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1812998612442020072415300077102948,2,,,57,Suspended floor insulation,"£800 - £1,200"
1812998612442020072415300077102948,3,,,19,Solar water heating,"£4,000 - £6,000"
1812998612442020072415300077102948,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1818462252002020081713490871109538,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1818462252002020081713490871109538,2,,,19,Solar water heating,"£4,000 - £6,000"
1818462252002020081713490871109538,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1817585031612020081314004325900174,1,,,19,Solar water heating,"£4,000 - £6,000"
1817585031612020081314004325900174,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1803994582812020061908492825900572,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1803994582812020061908492825900572,2,,,35,Low energy lighting for all fixed outlets,£70
1803994582812020061908492825900572,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1803994582812020061908492825900572,4,,,19,Solar water heating,"£4,000 - £6,000"
1803994582812020061908492825900572,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1825330851032020091213382347978604,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1825330851032020091213382347978604,2,,,35,Low energy lighting for all fixed outlets,£20
1825330851032020091213382347978604,3,,,19,Solar water heating,"£4,000 - £6,000"
1825330851032020091213382347978604,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
31143330062008100612250341678868,1,,"A condensing boiler is capable of much higher efficiencies than other types of boiler, meaning it will burn less fuel to heat this property. This improvement is most appropriate when the existing central heating boiler needs repair or replacement, but there may be exceptional circumstances making this impractical.  Condensing boilers need a drain for the condensate which limits their location; remember this when considering remodelling the room containing the existing boiler even if the latter is to be retained for the time being (for example a kitchen makeover). Building Regulations apply to this work, so your local authority building control department should be informed, unless the installer is registered with a competent persons scheme?, and can therefore self-certify the work for Building Regulation compliance. Ask a qualified heating engineer to explain the options.",,,
